,title,extracted_keyword_sent,selected
122,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"domain shift is typically caused by various factors, including
differences in acquisition protocols (e.g., parameters, imaging methods,
modalities) and characteristics of data (e.g., age, gender, the severity of the
disease and so on).domain adaptation (da) has been proposed and investigated to
combat distribution shift in medical image segmentation.",x
123,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"many researchers
proposed using adversarial learning to tackle distribution shift problems
[3][4][5][6][7].",
124,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"however, they
easily suffer from the balance between feature alignment and discrimination
ability of the model.",x
125,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"while it is very difficult to ensure
the quality of pseudo labels in the 'other' domain and is also hard to build
capable models with noise labels.",
126,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"also, the domain information itself is well utilized
in the da algorithms.to tackle the aforementioned issues, we propose utilizing
prompt learning to take full advantage of domain information.",
127,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the infant brain
mri dataset for cross-age segmentation; 2).",x
128,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"to optimize the segmentation backbone network, we use a combined loss function,
l seg , that incorporates both dice loss [19] and cross-entropy loss with a
balance factor.by summing the above-introduced losses, the total loss to train
the segmentation network can be defined by eq.",
129,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"7.where λ is the scaling factor
to balance the losses.",
130,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the first dataset, i.e., cross-age infant segmentation [20], was used
for cross-age infant brain image segmentation, while the second dataset, i.e.,
brats2018 [21], was used for hgg to lgg domain adaptation.the first dataset is
for infant brain segmentation (white matter, gray matter and cerebrospinal
fluid).",x
131,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"to build the cross-age dataset, we take advantage 10 brain mris of
6-month-old from iseg2019 [20], and also build 3-month-old and 12-month-old
in-house datasets.",x
132,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"we directly use the code from the corresponding papers.for fair
comparison, we have replaced the backbone of these models with the same we used
in our approach.",
133,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"the quantitative comparison results of cross-age infant brain
segmentation is presented in table 1, and due to space limitations, we put the
experimental results of the brain tumor segmentation task in table 1 of
supplementary material, sec.3.",
134,Multi-Target Domain Adaptation with Prompt Learning for Medical Image Segmentation,"experiments on two da datasets with two different segmentation backbones
demonstrate that our proposed method works well on da problems.",x
135,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"a common challenge for deploying deep learning to clinical problems is the
discrepancy between data distributions across different clinical sites
[6,15,20,28,29].",x
136,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"to solve this problem, many unsupervised domain
adaptation (uda) methods [6] have been developed for adapting a model to a new
site with only unlabeled data (target domain) by transferring the knowledge
learned from the original dataset (source domain).",
137,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"this motivates a new problem of
few-shot unsupervised domain adaptation (fsuda), where only a few unlabeled
target samples are available for training.few approaches [11,22] have been
proposed to tackle the problem of fsuda.",
138,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"to
tackle the overfitting issue of existing uda methods, we propose a novel
approach called sensitivityguided spectral adversarial mixup (samix) to augment
training samples.",
139,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"samix enables
high-performance uda methods to adapt easily to fsuda problems.",
140,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"thus, we introduce dodiss,
extending the previous method by incorporating domain distance to tackle domain
adaptation problems.",
141,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"camelyon [1] is a
tumor tissue binary classification task across 5 hospitals.",x
142,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"we use the training
set of camelyon as the source domain (302, 436 images from hospitals 1 -3) and
consider the validation set (34, 904 images from hospital 4) and test set (85,
054 images from the hospital 5) as the target domains 1 and 2, respectively.",x
143,Spectral Adversarial MixUp for Few-Shot Unsupervised Domain Adaptation,"for a fair
comparison, we adopted the same network architecture for all the methods on each
task.",
144,Gall Bladder Cancer Detection from US Images with only Image Level Labels,"gbc is a deadly disease that is difficult to detect at an early stage [12,15].",
145,Gall Bladder Cancer Detection from US Images with only Image Level Labels,"many of these works formulate the problem as an object
detection, since training a image classification model for gbc detection seems
challenging due to the reasons outlined in the abstract (also see fig.",
146,Gall Bladder Cancer Detection from US Images with only Image Level Labels,"on the
other hand, the image-level malignancy label is usually available at a low cost,
as it can be obtained readily from the diagnostic report of a patient without
additional effort from clinicians.instead of training a classification pipeline,
we propose to solve an object detection problem, which involves predicting a
bounding box for the malignancy.",
