title,authors,page_numbers,doi,publication_year,vol_number,paper_id,path,extracted_sentence,extracted_sents_keywords
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"lyon19 ihc cd3/cd8 images
are taken from breast, colon, and prostate cancer patients.","id
age gender race
ecog smoking py
pstage cancer site
cancer subsite
case1 49
male
white 3
current
21
1
oral cavity ventral tongue
case2 64
male
white 3
former
20
4
larynx
vocal cord
case3 60
male
black
2
current
45
4
larynx
false vocal cord
case4"
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"lyon19 ihc cd3/cd8 images
are taken from breast, colon, and prostate cancer patients.","53
male
white 1
current
68
4
larynx
supraglottic
case5 38
male
white 0
never
0
4
oral cavity lateral tongue
case6 76
female
white 1
former
30"
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"lyon19 ihc cd3/cd8 images
are taken from breast, colon, and prostate cancer patients.","2
oral cavity lateral tongue
case7 73
male
white 1
former
100
3
larynx
glottis
case8 56
male
white 0
never
0
2
oral cavity tongue
2
dataset
the complete staining protocols for this dataset are given in the accompany-
ing supplementary material."
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"lyon19 ihc cd3/cd8 images
are taken from breast, colon, and prostate cancer patients.","the dapi images were segmented using cellpose [13] and man-
ually corrected by a trained technician and approved by a pathologist."
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"[1], con-
taining image patches of size 299 × 299 obtained at a magniﬁcation of 40× from
breast, prostate, and colon cancer whole slide images stained with cd3 and cd8
markers.","id
age gender race
ecog smoking py
pstage cancer site
cancer subsite
case1 49
male
white 3
current
21
1
oral cavity ventral tongue
case2 64
male
white 3
former
20
4
larynx
vocal cord
case3 60
male
black
2
current
45
4
larynx
false vocal cord
case4"
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"[1], con-
taining image patches of size 299 × 299 obtained at a magniﬁcation of 40× from
breast, prostate, and colon cancer whole slide images stained with cd3 and cd8
markers.","53
male
white 1
current
68
4
larynx
supraglottic
case5 38
male
white 0
never
0
4
oral cavity lateral tongue
case6 76
female
white 1
former
30"
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"[1], con-
taining image patches of size 299 × 299 obtained at a magniﬁcation of 40× from
breast, prostate, and colon cancer whole slide images stained with cd3 and cd8
markers.","2
oral cavity lateral tongue
case7 73
male
white 1
former
100
3
larynx
glottis
case8 56
male
white 0
never
0
2
oral cavity tongue
2
dataset
the complete staining protocols for this dataset are given in the accompany-
ing supplementary material."
Adaptive Supervised PatchNCE Loss for Learning H&E-to-IHC Stain Translation with Inconsistent Groundtruth Image Pairs,"Fangda Li, Zhiqiang Hu, Wen Chen, Avinash Kak",632-641,10.1007/978-3-031-43987-2_61,2023,6,8,miccai23vol6/paper_68.pdf,"[1], con-
taining image patches of size 299 × 299 obtained at a magniﬁcation of 40× from
breast, prostate, and colon cancer whole slide images stained with cd3 and cd8
markers.","the dapi images were segmented using cellpose [13] and man-
ually corrected by a trained technician and approved by a pathologist."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"keywords: unbalanced nuclei segmentation · semi-supervised
learning · thyroid cytology · tbsrtc diagnostic category
1
introduction
thyroid cancer is the most common cancer of the endocrine system, account-
ing for 2.1% of all malignant cancers [1].","582
j. zhu et al.
innovatively, our approach can help reduce bias in the learning process of the
segmentation model with the routine unbalanced training set."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"keywords: unbalanced nuclei segmentation · semi-supervised
learning · thyroid cytology · tbsrtc diagnostic category
1
introduction
thyroid cancer is the most common cancer of the endocrine system, account-
ing for 2.1% of all malignant cancers [1].","quantitative comparisons in both fully-supervised and semi-supervised man-
ners."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"the emergence of computational pathology allows automatic diagno-
sis of thyroid cancer, and nuclei segmentation becomes one of the most critical
diagnostic tasks [4,5], as the shapes of nuclei, whether round, oval, or elongated,
can provide valuable information for further analysis [6].","582
j. zhu et al.
innovatively, our approach can help reduce bias in the learning process of the
segmentation model with the routine unbalanced training set."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"the emergence of computational pathology allows automatic diagno-
sis of thyroid cancer, and nuclei segmentation becomes one of the most critical
diagnostic tasks [4,5], as the shapes of nuclei, whether round, oval, or elongated,
can provide valuable information for further analysis [6].","quantitative comparisons in both fully-supervised and semi-supervised man-
ners."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"for example, small and
scattered thyroid cells with a light hue and relatively low cell density are usually
low-grade and indicative of early-stage cancer; whereas large and dark cells with
extreme-dense agglomeration are usually middle- or late-grade [3]. correspond-
ingly, accurate location of cell boundaries is essential for both pathologists and
computer-aided diagnosis (cad) systems to assist decision [7].","582
j. zhu et al.
innovatively, our approach can help reduce bias in the learning process of the
segmentation model with the routine unbalanced training set."
An AI-Ready Multiplex Staining Dataset for Reproducible and Accurate Characterization of Tumor Immune Microenvironment,"Parmida Ghahremani, Joseph Marino, Juan Hernandez-Prera, Janis V. de la Iglesia, Robbert J. C. Slebos, Christine H. Chung et al.",704-713,10.1007/978-3-031-43987-2_68,2023,6,9,miccai23vol6/paper_56.pdf,"for example, small and
scattered thyroid cells with a light hue and relatively low cell density are usually
low-grade and indicative of early-stage cancer; whereas large and dark cells with
extreme-dense agglomeration are usually middle- or late-grade [3]. correspond-
ingly, accurate location of cell boundaries is essential for both pathologists and
computer-aided diagnosis (cad) systems to assist decision [7].","quantitative comparisons in both fully-supervised and semi-supervised man-
ners."
An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,"Junchao Zhu, Yiqing Shen, Haolin Zhang, Jing Ke",580-590,10.1007/978-3-031-43987-2_56,2023,6,10,miccai23vol10/paper_5.pdf,"3, both t1 and t1gd contribute greatly to
the sequence synthesis of each other, which is expected because t1gd are t1-
weighted scanning after contrast agent injection, and the enhancement between
these two sequences is indispensable for cancer detection and diagnosis.","however, some
acquired sequences are unusable or missing in clinical settings due to incorrect
machine settings, imaging artifacts, high scanning costs, time constraints, con-
trast agents allergies, and diﬀerent acquisition protocols between hospitals [5].
without rescanning or aﬀecting the downstream pipelines, the mri synthesis
technique can generate missing sequences by leveraging redundant shared infor-
mation between multiple sequences"
An Anti-biased TBSRTC-Category Aware Nuclei Segmentation Framework with a Multi-label Thyroid Cytology Benchmark,"Junchao Zhu, Yiqing Shen, Haolin Zhang, Jing Ke",580-590,10.1007/978-3-031-43987-2_56,2023,6,10,miccai23vol10/paper_5.pdf,"3, both t1 and t1gd contribute greatly to
the sequence synthesis of each other, which is expected because t1gd are t1-
weighted scanning after contrast agent injection, and the enhancement between
these two sequences is indispensable for cancer detection and diagnosis.","+ ϵ
(1)
where w and b are weights and bias for the fc layer, ϵ = 10−5 to avoid dividing
0 in the following equation."
An Explainable Deep Framework: Towards Task-Specific Fusion for Multi-to-One MRI Synthesis,"Luyi Han, Tianyu Zhang, Yunzhi Huang, Haoran Dou, Xin Wang, Yuan Gao et al.",45-55,10.1007/978-3-031-43999-5_5,2023,10,11,miccai23vol3/paper_45.pdf,"https://doi.org/10.1007/978-3-031-43898-1_45
466
x. zhang et al.
1
introduction
primary liver cancer is one of the most common and deadly cancer diseases
in the world, and liver resection is a highly eﬀective treatment","in clinics, couinaud segments obtained from
manual annotation are tedious and time-consuming, based on the vasculature
used as rough guide (fig. 1)."
An Explainable Geometric-Weighted Graph Attention Network for Identifying Functional Networks Associated with Gait Impairment,"Favour Nerrise, Qingyu Zhao, Kathleen L. Poston, Kilian M. Pohl, Ehsan Adeli",723-733,10.1007/978-3-031-43895-0_68,2023,2,12,miccai23vol1/paper_6.pdf,"keywords: pathology detection · anatomical regions · chest x-rays
1
introduction
chest radiographs (chest x-rays) represent the most widely utilized type of medi-
cal imaging examination globally and hold immense signiﬁcance in the detection
of prevalent thoracic diseases, including pneumonia and lung cancer, making
them a crucial tool in clinical care",None
Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"Xukun Zhang, Yang Liu, Sharib Ali, Xiao Zhao, Mingyang Sun, Minghao Han et al.",465-474,10.1007/978-3-031-43898-1_45,2023,3,13,miccai23vol7/paper_50.pdf,"data augmentation (da) is a key factor in medical image
analysis, such as in prostate cancer (pca) detection on magnetic reso-
nance images.","the samples were evaluated according to the inter-
national society of urological pathology (isup) standards under the supervision
of a dedicated uropathologist."
Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"Xukun Zhang, Yang Liu, Sharib Ali, Xiao Zhao, Mingyang Sun, Minghao Han et al.",465-474,10.1007/978-3-031-43898-1_45,2023,3,13,miccai23vol7/paper_50.pdf,"keywords: data augmentation · soft-tissue deformation · prostate
cancer detection
1
introduction
data augmentation (da) is a key factor in the success of deep neural networks
(dnn) as it artiﬁcially enlarges the training set to increase their generaliza-
tion ability as well as robustness [22].","the samples were evaluated according to the inter-
national society of urological pathology (isup) standards under the supervision
of a dedicated uropathologist."
Anatomical-Aware Point-Voxel Network for Couinaud Segmentation in Liver CT,"Xukun Zhang, Yang Liu, Sharib Ali, Xiao Zhao, Mingyang Sun, Minghao Han et al.",465-474,10.1007/978-3-031-43898-1_45,2023,3,13,miccai23vol7/paper_50.pdf,"dnns
have already successfully supported radiologists in the interpretation of mag-
netic resonance images (mri) for prostate cancer (pca) diagnosis [3].","the samples were evaluated according to the inter-
national society of urological pathology (isup) standards under the supervision
of a dedicated uropathologist."
